transition,target,condition,gene,direction,recipe_rank,weight,lof_fraction,gof_fraction,neither_fraction,ensembl_id,OT_SM_bucket,OT_AB_bucket,OT_PR_bucket,OT_top_bucket,n_drugs,delivery_call,note
toward_younger_Stim8hr,toward_younger,Stim8hr,AMER1,activation,4,0.061758,0.3463,0.2279,0.4258,ENSG00000184675,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,CD320,activation,5,0.061476,0.3463,0.2279,0.4258,ENSG00000167775,Structure with Ligand,UniProt loc high conf,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,SBF1,activation,6,0.060626,0.3463,0.2279,0.4258,ENSG00000100241,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,CALM1,activation,7,0.060165,0.3463,0.2279,0.4258,ENSG00000198668,Approved Drug,GO CC high conf,UniProt Ubiquitination,clinical drug,2,CRISPRa or SM agonist (ligandable: Approved Drug),Activation direction; SM handle exists but agonism is rare — CRISPRa/ORF is the reliable route. GOF is a CRISPRa hypothesis from the sign-flip model.
toward_younger_Stim8hr,toward_younger,Stim8hr,RNF144A,activation,8,0.059677,0.3463,0.2279,0.4258,ENSG00000151692,,UniProt loc high conf,UniProt Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,USP12,activation,9,0.059142,0.3463,0.2279,0.4258,ENSG00000152484,Structure with Ligand,UniProt loc high conf,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,PRNP,activation,10,0.058777,0.3463,0.2279,0.4258,ENSG00000171867,Med-Quality Pocket,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,ZNF579,activation,11,0.05823,0.3463,0.2279,0.4258,ENSG00000218891,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,GPR108,activation,12,0.057616,0.3463,0.2279,0.4258,ENSG00000125734,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,R3HDM4,activation,13,0.05625,0.3463,0.2279,0.4258,ENSG00000198858,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,SLC25A12,activation,14,0.056016,0.3463,0.2279,0.4258,ENSG00000115840,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,TTC32,activation,15,0.054508,0.3463,0.2279,0.4258,ENSG00000183891,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,PLIN3,knockdown,1,0.093744,0.3564,0.2316,0.412,ENSG00000105355,,UniProt loc high conf,UniProt Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim48hr,toward_younger,Stim48hr,WDR62,knockdown,2,0.092891,0.3564,0.2316,0.412,ENSG00000075702,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim48hr,toward_younger,Stim48hr,CTNNA1,knockdown,3,0.087271,0.3564,0.2316,0.412,ENSG00000044115,Structure with Ligand,UniProt loc high conf,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim48hr,toward_younger,Stim48hr,NXPE3,knockdown,4,0.086976,0.3564,0.2316,0.412,ENSG00000144815,,UniProt loc high conf,Database Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim48hr,toward_younger,Stim48hr,ZC3H12D,knockdown,5,0.079276,0.3564,0.2316,0.412,ENSG00000178199,,,Half-life Data,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim48hr,toward_younger,Stim48hr,COX7A2L,knockdown,6,0.078501,0.3564,0.2316,0.412,ENSG00000115944,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim48hr,toward_younger,Stim48hr,NFATC2IP,knockdown,7,0.075254,0.3564,0.2316,0.412,ENSG00000176953,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim48hr,toward_younger,Stim48hr,UBASH3B,knockdown,8,0.06675,0.3564,0.2316,0.412,ENSG00000154127,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim48hr,toward_younger,Stim48hr,CSTPP1,knockdown,9,0.066609,0.3564,0.2316,0.412,ENSG00000149179,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim48hr,toward_younger,Stim48hr,ZNF224,knockdown,10,0.066575,0.3564,0.2316,0.412,ENSG00000267680,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim48hr,toward_younger,Stim48hr,STK39,knockdown,11,0.066245,0.3564,0.2316,0.412,ENSG00000198648,High-Quality Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: High-Quality Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim48hr,toward_younger,Stim48hr,POGZ,knockdown,12,0.065661,0.3564,0.2316,0.412,ENSG00000143442,,GO CC high conf,UniProt Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim48hr,toward_younger,Stim48hr,UAP1L1,knockdown,13,0.065582,0.3564,0.2316,0.412,ENSG00000197355,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim48hr,toward_younger,Stim48hr,TBC1D10A,knockdown,14,0.06456,0.3564,0.2316,0.412,ENSG00000099992,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim48hr,toward_younger,Stim48hr,SLC35F5,knockdown,15,0.06414,0.3564,0.2316,0.412,ENSG00000115084,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim48hr,toward_younger,Stim48hr,ALDH3A2,activation,1,0.083392,0.3564,0.2316,0.412,ENSG00000072210,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,CD2AP,activation,2,0.078486,0.3564,0.2316,0.412,ENSG00000198087,,GO CC high conf,UniProt Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,TET2,activation,3,0.076471,0.3564,0.2316,0.412,ENSG00000168769,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,CENPS,activation,4,0.075385,0.3564,0.2316,0.412,ENSG00000175279,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,CNKSR2,activation,5,0.069556,0.3564,0.2316,0.412,ENSG00000149970,,GO CC high conf,Half-life Data,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,KPNA3,activation,6,0.066173,0.3564,0.2316,0.412,ENSG00000102753,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,ACADVL,activation,7,0.065969,0.3564,0.2316,0.412,ENSG00000072778,Structure with Ligand,UniProt loc high conf,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,RASGRP1,activation,8,0.061719,0.3564,0.2316,0.412,ENSG00000172575,High-Quality Ligand,GO CC high conf,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: High-Quality Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,VCF2,activation,9,0.061174,0.3564,0.2316,0.412,ENSG00000182518,,,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,BST2,activation,10,0.060498,0.3564,0.2316,0.412,ENSG00000130303,Structure with Ligand,UniProt loc high conf,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,NUDT9,activation,11,0.060439,0.3564,0.2316,0.412,ENSG00000170502,Structure with Ligand,,Half-life Data,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,ACTN1,activation,12,0.059744,0.3564,0.2316,0.412,ENSG00000072110,,UniProt loc high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,ABCB8,activation,13,0.059682,0.3564,0.2316,0.412,ENSG00000197150,Structure with Ligand,UniProt SigP or TMHMM,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,TRAF4,activation,14,0.059543,0.3564,0.2316,0.412,ENSG00000076604,,UniProt loc med conf,UniProt Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim48hr,toward_younger,Stim48hr,OAT,activation,15,0.059156,0.3564,0.2316,0.412,ENSG00000065154,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,KDM6A,knockdown,1,0.099143,0.3557,0.2487,0.3956,ENSG00000147050,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_older_Rest,toward_older,Rest,AGAP3,knockdown,2,0.086492,0.3557,0.2487,0.3956,ENSG00000133612,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_older_Rest,toward_older,Rest,MAP3K4,knockdown,3,0.086193,0.3557,0.2487,0.3956,ENSG00000085511,High-Quality Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: High-Quality Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_older_Rest,toward_older,Rest,PRPF38B,knockdown,4,0.082482,0.3557,0.2487,0.3956,ENSG00000134186,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_older_Rest,toward_older,Rest,TYW5,knockdown,5,0.082087,0.3557,0.2487,0.3956,ENSG00000162971,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_older_Rest,toward_older,Rest,MOSPD2,knockdown,6,0.082044,0.3557,0.2487,0.3956,ENSG00000130150,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_older_Rest,toward_older,Rest,SAC3D1,knockdown,7,0.081445,0.3557,0.2487,0.3956,ENSG00000168061,,,,undruggable (no handle),0,CRISPRi/shRNA (no SM tractability),Suppression needed; no OT tractability handle at all — CRISPRi/shRNA only.
toward_older_Rest,toward_older,Rest,UBA2,knockdown,8,0.079907,0.3557,0.2487,0.3956,ENSG00000126261,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_older_Rest,toward_older,Rest,PDE4B,knockdown,9,0.079123,0.3557,0.2487,0.3956,ENSG00000184588,Approved Drug,UniProt loc high conf,Literature,clinical drug,28,CRISPRi (SM inhibitor available: 28 drugs),Suppression direction maps onto an existing pharmacological handle.
toward_older_Rest,toward_older,Rest,CCDC127,knockdown,10,0.078897,0.3557,0.2487,0.3956,ENSG00000164366,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_older_Rest,toward_older,Rest,MTRFR,knockdown,11,0.078224,0.3557,0.2487,0.3956,ENSG00000130921,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_older_Rest,toward_older,Rest,ACACA,knockdown,12,0.078162,0.3557,0.2487,0.3956,ENSG00000278540,Advanced Clinical,,Database Ubiquitination,clinical drug,4,CRISPRi (SM inhibitor available: 4 drugs),Suppression direction maps onto an existing pharmacological handle.
toward_older_Rest,toward_older,Rest,ADPRM,knockdown,13,0.078145,0.3557,0.2487,0.3956,ENSG00000170222,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_older_Rest,toward_older,Rest,SMG1,knockdown,14,0.077825,0.3557,0.2487,0.3956,ENSG00000157106,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_older_Rest,toward_older,Rest,NAA80,knockdown,15,0.077075,0.3557,0.2487,0.3956,ENSG00000243477,Structure with Ligand,,,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_older_Rest,toward_older,Rest,TMEM265,activation,1,0.074737,0.3557,0.2487,0.3956,ENSG00000281991,,,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,H2AC11,activation,2,0.071974,0.3557,0.2487,0.3956,ENSG00000196787,,,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,HSPBP1,activation,3,0.070556,0.3557,0.2487,0.3956,ENSG00000133265,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,SEPTIN7,activation,4,0.070489,0.3557,0.2487,0.3956,ENSG00000122545,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,COPS7B,activation,5,0.065964,0.3557,0.2487,0.3956,ENSG00000144524,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,CCND3,activation,6,0.065219,0.3557,0.2487,0.3956,ENSG00000112576,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,STEEP1,activation,7,0.063884,0.3557,0.2487,0.3956,ENSG00000018610,Structure with Ligand,UniProt loc high conf,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,AGL,activation,8,0.063005,0.3557,0.2487,0.3956,ENSG00000162688,,GO CC high conf,UniProt Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,PBK,activation,9,0.061517,0.3557,0.2487,0.3956,ENSG00000168078,High-Quality Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: High-Quality Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,CREBRF,activation,10,0.061357,0.3557,0.2487,0.3956,ENSG00000164463,,,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,ATMIN,activation,11,0.061142,0.3557,0.2487,0.3956,ENSG00000166454,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,CCDC150,activation,12,0.06061,0.3557,0.2487,0.3956,ENSG00000144395,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,FNDC3A,activation,13,0.060222,0.3557,0.2487,0.3956,ENSG00000102531,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,KDM5B,activation,14,0.060066,0.3557,0.2487,0.3956,ENSG00000117139,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Rest,toward_older,Rest,SERAC1,activation,15,0.057697,0.3557,0.2487,0.3956,ENSG00000122335,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_older_Stim8hr,toward_older,Stim8hr,DCP2,knockdown,1,0.103478,0.348,0.2262,0.4258,ENSG00000172795,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_older_Stim8hr,toward_older,Stim8hr,ZNF579,knockdown,2,0.089126,0.348,0.2262,0.4258,ENSG00000218891,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_older_Stim8hr,toward_older,Stim8hr,SNRNP40,knockdown,3,0.084435,0.348,0.2262,0.4258,ENSG00000060688,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_older_Stim8hr,toward_older,Stim8hr,GALC,knockdown,4,0.082576,0.348,0.2262,0.4258,ENSG00000054983,,UniProt SigP or TMHMM,,undruggable (no handle),0,CRISPRi/shRNA (no SM tractability),Suppression needed; no OT tractability handle at all — CRISPRi/shRNA only.
